,Gene,variable,value
821,CSGALNACT1,1_ctrl,31
822,CSGALNACT1,1_ctrl,10
823,CSGALNACT1,1_ctrl,19
824,CSMD1,1_ctrl,15
825,CSRP3,1_ctrl,37
826,CSRP3,1_ctrl,20
827,CSRP3,1_ctrl,8
828,CSRP3,1_ctrl,5
829,CST6,1_ctrl,16
830,CST6,1_ctrl,17
831,CTNNAL1,1_ctrl,21
832,CTNNAL1,1_ctrl,21
833,CTNNAL1,1_ctrl,5
834,CTNNAL1,1_ctrl,20
835,CTPS2,1_ctrl,54
836,CTPS2,1_ctrl,11
837,CTTNBP2NL,1_ctrl,23
838,CTTNBP2,1_ctrl,10
839,CTU1,1_ctrl,7
840,CTU1,1_ctrl,4
841,CTU2,1_ctrl,44
842,CTU2,1_ctrl,6
843,CWH43,1_ctrl,9
844,CWH43,1_ctrl,25
845,CWH43,1_ctrl,14
846,CXADR,1_ctrl,5
847,CXCL16,1_ctrl,23
848,CXCL16,1_ctrl,13
849,CXCL16,1_ctrl,7
850,CXCL16,1_ctrl,23
851,CXCL1,1_ctrl,16
852,CXCL1,1_ctrl,6
853,CXCL1,1_ctrl,15
854,CXCL1,1_ctrl,11
855,CXXC4,1_ctrl,3
856,CXXC4,1_ctrl,20
857,CXorf23,1_ctrl,11
858,CXorf23,1_ctrl,9
859,CXorf23,1_ctrl,21
860,CYB5D2,1_ctrl,42
861,CYB5R2,1_ctrl,12
862,CYB5R2,1_ctrl,14
863,CYB5R2,1_ctrl,9
864,CYB5R4,1_ctrl,5
865,CYBA,1_ctrl,4
866,CYFIP1,1_ctrl,13
867,CYFIP2,1_ctrl,12
868,CYFIP2,1_ctrl,5
869,CYLC1,1_ctrl,42
870,CYLC1,1_ctrl,29
871,CYLC2,1_ctrl,18
872,CYP20A1,1_ctrl,5
873,CYP20A1,1_ctrl,10
874,CYP26B1,1_ctrl,30
875,CYP27A1,1_ctrl,4
876,CYP27A1,1_ctrl,14
877,CYP27C1,1_ctrl,16
878,CYP2W1,1_ctrl,13
879,CYP39A1,1_ctrl,55
880,CYP3A43,1_ctrl,4
881,CYP4F11,1_ctrl,9
882,CYP4F12,1_ctrl,18
883,CYP4F12,1_ctrl,12
884,CYP4F12,1_ctrl,22
885,CYP4F22,1_ctrl,7
886,CYP4F22,1_ctrl,16
887,CYP4F22,1_ctrl,22
888,CYP4F22,1_ctrl,3
889,CYP4F2,1_ctrl,32
890,CYP4F2,1_ctrl,3
891,CYP4F3,1_ctrl,10
892,CYP4F3,1_ctrl,9
893,CYP4F8,1_ctrl,23
894,CYP4F8,1_ctrl,29
895,CYP7A1,1_ctrl,6
896,CYP7A1,1_ctrl,8
897,CYP7B1,1_ctrl,4
898,CYP7B1,1_ctrl,38
899,CYP7B1,1_ctrl,14
900,CYTH1,1_ctrl,8
901,CYTH4,1_ctrl,10
902,CYTH4,1_ctrl,21
903,CYTH4,1_ctrl,6
904,D2HGDH,1_ctrl,35
905,DAAM1,1_ctrl,13
906,DAAM1,1_ctrl,7
907,DAAM1,1_ctrl,7
908,DAGLA,1_ctrl,25
909,DAGLA,1_ctrl,5
910,DAGLA,1_ctrl,15
911,DAOA,1_ctrl,4
912,DAOA,1_ctrl,3
913,DAZAP1,1_ctrl,20
914,DBN1,1_ctrl,7
915,DBN1,1_ctrl,25
916,DBN1,1_ctrl,17
917,DBN1,1_ctrl,8
918,DBT,1_ctrl,29
919,DBT,1_ctrl,12
920,DCAF5,1_ctrl,8
921,DCAKD,1_ctrl,28
922,DCAKD,1_ctrl,32
923,DCSTAMP,1_ctrl,5
924,DCTN5,1_ctrl,33
925,DCTN5,1_ctrl,11
926,DCTN6,1_ctrl,6
927,DCTN6,1_ctrl,20
928,DCTN6,1_ctrl,11
929,DDHD1,1_ctrl,5
930,DDRGK1,1_ctrl,10
931,DDRGK1,1_ctrl,16
932,DDT,1_ctrl,8
933,DDT,1_ctrl,10
934,DDT,1_ctrl,21
935,DDT,1_ctrl,12
936,DDX19A,1_ctrl,17
937,DDX19B,1_ctrl,27
938,DDX19B,1_ctrl,7
939,DDX19B,1_ctrl,6
940,DDX19B,1_ctrl,10
941,DDX1,1_ctrl,29
942,DDX28,1_ctrl,13
943,DDX28,1_ctrl,27
944,DDX28,1_ctrl,19
945,DENND1A,1_ctrl,3
946,DENND1A,1_ctrl,42
947,DERL2,1_ctrl,22
948,DGAT1,1_ctrl,7
949,DGAT1,1_ctrl,8
950,DGAT2,1_ctrl,21
951,DGAT2,1_ctrl,7
952,DHTKD1,1_ctrl,26
953,DHTKD1,1_ctrl,14
954,DHX15,1_ctrl,36
955,DHX15,1_ctrl,7
956,DHX29,1_ctrl,15
957,DHX30,1_ctrl,24
958,DHX30,1_ctrl,10
959,DHX30,1_ctrl,10
960,DHX30,1_ctrl,6
961,DHX30,1_ctrl,6
962,DHX32,1_ctrl,14
963,DHX32,1_ctrl,10
964,DHX32,1_ctrl,3
965,DHX37,1_ctrl,10
966,DIAPH3,1_ctrl,26
967,DIMT1,1_ctrl,12
968,DIRAS2,1_ctrl,27
969,DIRAS2,1_ctrl,7
970,DMGDH,1_ctrl,13
971,DNAH10,1_ctrl,13
972,DNAH10,1_ctrl,17
973,DNAH12,1_ctrl,5
974,DNAH17,1_ctrl,10
975,DNAH1,1_ctrl,5
976,DNAH1,1_ctrl,13
977,DNAH3,1_ctrl,13
978,DNAH3,1_ctrl,38
979,DNAH7,1_ctrl,16
980,DNAH7,1_ctrl,28
981,DNAI1,1_ctrl,25
982,DNAI2,1_ctrl,61
983,DNAJC25-GNG10,1_ctrl,17
984,DNAJC25-GNG10,1_ctrl,6
985,DNAJC25-GNG10,1_ctrl,24
986,DNAL1,1_ctrl,30
987,DNAL1,1_ctrl,21
988,DNAL1,1_ctrl,11
989,DNALI1,1_ctrl,8
990,DNALI1,1_ctrl,6
991,DNALI1,1_ctrl,26
992,DNER,1_ctrl,35
993,DNER,1_ctrl,9
994,DNLZ,1_ctrl,38
995,DOC2A,1_ctrl,6
996,DOC2A,1_ctrl,34
997,DOC2A,1_ctrl,24
998,DOC2A,1_ctrl,6
999,DOC2B,1_ctrl,21
1000,DOCK10,1_ctrl,35
1001,DOCK10,1_ctrl,3
1002,DOCK11,1_ctrl,23
1003,DOCK11,1_ctrl,3
1004,DOCK3,1_ctrl,6
1005,DOCK3,1_ctrl,12
1006,DOCK3,1_ctrl,4
1007,DOCK4,1_ctrl,17
1008,DOCK5,1_ctrl,11
1009,DOCK5,1_ctrl,10
1010,DOCK5,1_ctrl,21
1011,DOCK8,1_ctrl,7
1012,DOCK8,1_ctrl,18
1013,DOPEY2,1_ctrl,16
1014,DOPEY2,1_ctrl,9
1015,DPM1,1_ctrl,17
1016,DPM1,1_ctrl,25
1017,DPM1,1_ctrl,7
1018,DPM1,1_ctrl,10
1019,DPM2,1_ctrl,7
1020,DPM2,1_ctrl,8
1021,DPM3,1_ctrl,16
1022,DPM3,1_ctrl,37
1023,DPM3,1_ctrl,9
1024,DPM3,1_ctrl,12
1025,DPYSL2,1_ctrl,19
1026,DQX1,1_ctrl,6
1027,DQX1,1_ctrl,7
1028,DRP2,1_ctrl,5
1029,DSC3,1_ctrl,6
1030,DSC3,1_ctrl,15
1031,DSG4,1_ctrl,25
1032,DSG4,1_ctrl,5
1033,DSP,1_ctrl,6
1034,DSP,1_ctrl,42
1035,DTNB,1_ctrl,3
1036,DTNB,1_ctrl,28
1037,DUS1L,1_ctrl,22
1038,DUS1L,1_ctrl,7
1039,DUS2,1_ctrl,6
1040,DUS2,1_ctrl,18
1041,DUS2,1_ctrl,17
1042,DYNC1I2,1_ctrl,10
1043,DYNC1I2,1_ctrl,16
1044,DYNC2H1,1_ctrl,10
1045,DYNC2H1,1_ctrl,22
1046,DYNC2H1,1_ctrl,21
1047,DYNLRB1,1_ctrl,10
1048,DYNLRB2,1_ctrl,15
1049,DYNLRB2,1_ctrl,5
1050,EBAG9,1_ctrl,58
1051,EBPL,1_ctrl,7
1052,EBPL,1_ctrl,12
1053,ECHDC1,1_ctrl,13
1054,ECHDC1,1_ctrl,15
1055,ECHDC1,1_ctrl,36
1056,ECHDC1,1_ctrl,16
1057,ECHDC3,1_ctrl,14
1058,EDF1,1_ctrl,17
1059,EDF1,1_ctrl,12
1060,EED,1_ctrl,5
1061,EED,1_ctrl,9
1062,EEFSEC,1_ctrl,39
1063,EEFSEC,1_ctrl,16
1064,EFHD2,1_ctrl,21
1065,EFHD2,1_ctrl,12
1066,ELAC2,1_ctrl,10
1067,ELAC2,1_ctrl,21
1068,ELMO1,1_ctrl,14
1069,ELMO1,1_ctrl,9
1070,ELMO2,1_ctrl,14
1071,ELMO3,1_ctrl,13
1072,ELMOD1,1_ctrl,12
1073,ELMOD1,1_ctrl,10
1074,ELMOD2,1_ctrl,5
1075,ELMOD2,1_ctrl,3
1076,ELMOD2,1_ctrl,11
1077,ELMOD3,1_ctrl,5
1078,ELOVL1,1_ctrl,5
1079,ELOVL1,1_ctrl,19
1080,ELOVL1,1_ctrl,12
1081,ELOVL3,1_ctrl,7
1082,ELOVL3,1_ctrl,14
1083,ELOVL3,1_ctrl,9
1084,ELOVL6,1_ctrl,21
1085,ELOVL6,1_ctrl,29
1086,ELOVL7,1_ctrl,15
1087,EMC1,1_ctrl,5
1088,EMC1,1_ctrl,8
1089,EMC3,1_ctrl,15
1090,EMC4,1_ctrl,11
1091,EMC4,1_ctrl,9
1092,EMC6,1_ctrl,8
1093,EMC7,1_ctrl,9
1094,EMC7,1_ctrl,19
1095,EMC8,1_ctrl,4
1096,EMC8,1_ctrl,7
1097,EMC9,1_ctrl,7
1098,EMC9,1_ctrl,4
1099,ENPP7,1_ctrl,14
1100,EPB41L1,1_ctrl,36
1101,EPB41L1,1_ctrl,27
1102,EPB41L1,1_ctrl,4
1103,EPB41L2,1_ctrl,23
1104,EPB41L3,1_ctrl,14
1105,EPB41L3,1_ctrl,16
1106,EPB41L4A,1_ctrl,4
1107,EPB41L4B,1_ctrl,4
1108,EPB41L5,1_ctrl,11
1109,EPB41L5,1_ctrl,12
1110,EPB41L5,1_ctrl,18
1111,EPB41L5,1_ctrl,9
1112,EPB41,1_ctrl,3
1113,EPB41,1_ctrl,10
1114,EPB42,1_ctrl,4
1115,EPCAM,1_ctrl,20
1116,EPCAM,1_ctrl,13
1117,EPPK1,1_ctrl,24
1118,EPPK1,1_ctrl,4
1119,EPPK1,1_ctrl,29
1120,EPS15L1,1_ctrl,17
1121,EPS8L2,1_ctrl,7
1122,EPT1,1_ctrl,17
1123,EQTN,1_ctrl,12
1124,EQTN,1_ctrl,8
1125,ERAL1,1_ctrl,9
1126,ERAS,1_ctrl,6
1127,ERC2,1_ctrl,10
1128,ERC2,1_ctrl,17
1129,ERC2,1_ctrl,3
1130,ERGIC2,1_ctrl,20
1131,ERGIC2,1_ctrl,10
1132,ERGIC2,1_ctrl,38
1133,ERI1,1_ctrl,13
1134,ERI1,1_ctrl,24
1135,ERP27,1_ctrl,9
1136,ERP27,1_ctrl,26
1137,ERP27,1_ctrl,12
1138,ESPN,1_ctrl,4
1139,ESPN,1_ctrl,5
1140,ESPN,1_ctrl,11
1141,ESPN,1_ctrl,21
1142,ESPN,1_ctrl,27
1143,ESRP2,1_ctrl,22
1144,ESRP2,1_ctrl,14
1145,ETFA,1_ctrl,7
1146,ETHE1,1_ctrl,8
1147,ETHE1,1_ctrl,32
1148,EVL,1_ctrl,5
1149,EVL,1_ctrl,4
1150,EVL,1_ctrl,17
1151,EVPL,1_ctrl,6
1152,EXD3,1_ctrl,27
1153,EXD3,1_ctrl,6
1154,EXD3,1_ctrl,10
1155,EXD3,1_ctrl,13
1156,EXOC1,1_ctrl,13
1157,EXOC2,1_ctrl,4
1158,EXOC4,1_ctrl,4
1159,EXOC4,1_ctrl,16
1160,EXOC4,1_ctrl,36
1161,EXOC6,1_ctrl,9
1162,EXOC6,1_ctrl,15
1163,EXOC6,1_ctrl,6
1164,EXOG,1_ctrl,4
1165,EXOG,1_ctrl,22
1166,EZR,1_ctrl,11
1167,EZR,1_ctrl,28
1168,EZR,1_ctrl,18
1169,EZR,1_ctrl,9
1170,F11R,1_ctrl,3
1171,F11R,1_ctrl,10
1172,F11R,1_ctrl,5
1173,F11R,1_ctrl,5
1174,F11R,1_ctrl,14
1175,F11R,1_ctrl,11
1176,FA2H,1_ctrl,27
1177,FA2H,1_ctrl,23
1178,FAHD1,1_ctrl,21
1179,FAHD2A,1_ctrl,18
1180,FAHD2B,1_ctrl,10
1181,FAHD2B,1_ctrl,31
1182,FAHD2B,1_ctrl,9
1183,FAM136A,1_ctrl,24
1184,FAM136A,1_ctrl,9
1185,FAM162A,1_ctrl,22
1186,FAM162A,1_ctrl,6
1187,FAM195A,1_ctrl,7
1188,FAM195A,1_ctrl,17
1189,FAM20A,1_ctrl,50
1190,FAM20B,1_ctrl,20
1191,FAM20C,1_ctrl,34
1192,FAM20C,1_ctrl,20
1193,FAM213A,1_ctrl,21
1194,FAM57B,1_ctrl,23
1195,FAM65B,1_ctrl,7
1196,FAM65B,1_ctrl,5
1197,FAM65B,1_ctrl,10
1198,FAM65C,1_ctrl,5
1199,FAM71C,1_ctrl,5
1200,FAM71C,1_ctrl,19
1201,FAM72A,1_ctrl,5
1202,FAM72A,1_ctrl,28
1203,FAM72A,1_ctrl,9
1204,FAR1,1_ctrl,13
1205,FAR1,1_ctrl,6
1206,FAR1,1_ctrl,7
1207,FAR2,1_ctrl,5
1208,FARP1,1_ctrl,11
1209,FARP1,1_ctrl,8
1210,FASTKD1,1_ctrl,12
1211,FASTKD2,1_ctrl,9
1212,FASTKD2,1_ctrl,17
1213,FASTKD2,1_ctrl,16
1214,FASTKD5,1_ctrl,5
1215,FASTKD5,1_ctrl,9
1216,FATE1,1_ctrl,6
1217,FATE1,1_ctrl,19
1218,FBLIM1,1_ctrl,30
1219,FCF1,1_ctrl,20
1220,FCF1,1_ctrl,5
1221,FDFT1,1_ctrl,5
1222,FDFT1,1_ctrl,14
1223,FDFT1,1_ctrl,11
1224,FDX1L,1_ctrl,7
1225,FDX1L,1_ctrl,17
1226,FERMT1,1_ctrl,24
1227,FERMT1,1_ctrl,21
1228,FERMT1,1_ctrl,30
1229,FERMT3,1_ctrl,3
1230,FERMT3,1_ctrl,6
1231,FERMT3,1_ctrl,38
1232,FGD2,1_ctrl,12
1233,FGD3,1_ctrl,4
1234,FGD3,1_ctrl,10
1235,FGD5,1_ctrl,10
1236,FGD5,1_ctrl,6
1237,FGD5,1_ctrl,4
1238,FGD6,1_ctrl,4
1239,FGD6,1_ctrl,14
1240,FGD6,1_ctrl,18
1241,FGD6,1_ctrl,6
1242,FGF17,1_ctrl,13
1243,FGFRL1,1_ctrl,28
1244,FGFRL1,1_ctrl,19
1245,FHL3,1_ctrl,6
1246,FHOD3,1_ctrl,7
1247,FIBP,1_ctrl,22
1248,FIBP,1_ctrl,8
1249,FIBP,1_ctrl,49
1250,FIBP,1_ctrl,3
1251,FIS1,1_ctrl,6
1252,FIS1,1_ctrl,4
1253,FMN1,1_ctrl,5
1254,FMN2,1_ctrl,10
1255,FMN2,1_ctrl,15
1256,FMNL1,1_ctrl,6
1257,FMNL1,1_ctrl,25
1258,FMNL1,1_ctrl,5
1259,FMNL3,1_ctrl,33
1260,FMNL3,1_ctrl,4
1261,FMNL3,1_ctrl,9
1262,FNBP1L,1_ctrl,15
1263,FOXRED2,1_ctrl,7
1264,FOXRED2,1_ctrl,10
1265,FOXRED2,1_ctrl,7
1266,FREM3,1_ctrl,15
1267,FRMD1,1_ctrl,11
1268,FRMD3,1_ctrl,10
1269,FRMD3,1_ctrl,8
1270,FRMD4A,1_ctrl,6
1271,FRMD4A,1_ctrl,26
1272,FRMD4A,1_ctrl,4
1273,FRMD4A,1_ctrl,5
1274,FRMD4A,1_ctrl,11
1275,FRMD4A,1_ctrl,6
1276,FRMD4B,1_ctrl,26
1277,FRMD4B,1_ctrl,8
1278,FRMD7,1_ctrl,6
1279,FRMD8,1_ctrl,11
1280,FRMD8,1_ctrl,11
1281,FRMPD1,1_ctrl,11
1282,FRMPD1,1_ctrl,42
1283,FRMPD1,1_ctrl,18
1284,FRMPD1,1_ctrl,17
1285,FRMPD1,1_ctrl,12
1286,FSCN1,1_ctrl,36
1287,FSCN1,1_ctrl,12
1288,FSCN1,1_ctrl,31
1289,FSCN2,1_ctrl,27
1290,FSCN2,1_ctrl,9
1291,FSCN3,1_ctrl,14
1292,FTMT,1_ctrl,11
1293,FUNDC2,1_ctrl,25
1294,FUNDC2,1_ctrl,27
1295,FUZ,1_ctrl,13
1296,FUZ,1_ctrl,14
1297,FUZ,1_ctrl,6
1298,FYB,1_ctrl,24
1299,FYB,1_ctrl,8
1300,FYB,1_ctrl,6
1301,FYB,1_ctrl,46
1302,GALNT11,1_ctrl,20
1303,GALNT11,1_ctrl,4
1304,GAS8,1_ctrl,12
1305,GAS8,1_ctrl,4
1306,GAS8,1_ctrl,3
1307,GATC,1_ctrl,10
1308,GATC,1_ctrl,9
1309,GATC,1_ctrl,6
1310,GBA2,1_ctrl,8
1311,GBAS,1_ctrl,9
1312,GCG,1_ctrl,14
1313,GCG,1_ctrl,7
1314,GCG,1_ctrl,14
1315,GCSAM,1_ctrl,25
1316,GDE1,1_ctrl,16
1317,GDF3,1_ctrl,5
1318,GDPD2,1_ctrl,19
1319,GDPD2,1_ctrl,12
1320,GDPD2,1_ctrl,9
1321,GET4,1_ctrl,4
1322,GET4,1_ctrl,9
1323,GET4,1_ctrl,7
1324,GET4,1_ctrl,8
1325,GFM1,1_ctrl,5
1326,GFM2,1_ctrl,27
1327,GFM2,1_ctrl,17
1328,GFM2,1_ctrl,6
1329,GFPT2,1_ctrl,8
1330,GFPT2,1_ctrl,4
1331,GFPT2,1_ctrl,7
1332,GGNBP2,1_ctrl,8
1333,GGNBP2,1_ctrl,11
1334,GHITM,1_ctrl,4
1335,GHITM,1_ctrl,12
1336,GHITM,1_ctrl,23
1337,GIMAP5,1_ctrl,22
1338,GIMAP8,1_ctrl,7
1339,GJA5,1_ctrl,17
1340,GJA5,1_ctrl,13
1341,GJA5,1_ctrl,8
1342,GJA9,1_ctrl,15
1343,GJB2,1_ctrl,7
1344,GJB2,1_ctrl,10
1345,GJB2,1_ctrl,8
1346,GKN1,1_ctrl,6
1347,GKN1,1_ctrl,3
1348,GLRX5,1_ctrl,14
1349,GLRX5,1_ctrl,23
1350,GLRX5,1_ctrl,11
1351,GLT8D1,1_ctrl,31
1352,GLT8D1,1_ctrl,8
1353,GLT8D1,1_ctrl,3
1354,GLYATL3,1_ctrl,15
1355,GLYATL3,1_ctrl,6
1356,GNA14,1_ctrl,4
1357,GNA14,1_ctrl,5
1358,GNA15,1_ctrl,4
1359,GNAL,1_ctrl,12
1360,GNAL,1_ctrl,10
1361,GNAL,1_ctrl,6
1362,GNB1L,1_ctrl,10
1363,GNB1L,1_ctrl,13
1364,GNB1L,1_ctrl,4
1365,GNB3,1_ctrl,35
1366,GNB4,1_ctrl,8
1367,GNB4,1_ctrl,10
1368,GNG5,1_ctrl,13
1369,GNGT2,1_ctrl,16
1370,GNGT2,1_ctrl,14
1371,GNGT2,1_ctrl,18
1372,GNGT2,1_ctrl,7
1373,GNGT2,1_ctrl,29
1374,GNPAT,1_ctrl,13
1375,GNPAT,1_ctrl,23
1376,GNPAT,1_ctrl,15
1377,GOLGA7,1_ctrl,17
1378,GOLGA7,1_ctrl,4
1379,GOLGA7,1_ctrl,3
1380,GOLT1B,1_ctrl,5
1381,GOLT1B,1_ctrl,9
1382,GORASP1,1_ctrl,6
1383,GORASP1,1_ctrl,6
1384,GOSR1,1_ctrl,3
1385,GOSR1,1_ctrl,14
1386,GOSR2,1_ctrl,4
1387,GPAA1,1_ctrl,18
1388,GPAM,1_ctrl,10
1389,GPAM,1_ctrl,5
1390,GPAM,1_ctrl,19
1391,GPAT2,1_ctrl,7
1392,GPAT2,1_ctrl,15
1393,GPC1,1_ctrl,34
1394,GPC6,1_ctrl,14
1395,GPR141,1_ctrl,7
1396,GPR31,1_ctrl,7
1397,GPR68,1_ctrl,4
1398,GPR85,1_ctrl,10
1399,GPR89A,1_ctrl,10
1400,GPR89A,1_ctrl,5
1401,GPR89A,1_ctrl,18
1402,GPR98,1_ctrl,16
1403,GPRC5C,1_ctrl,13
1404,GPRC5C,1_ctrl,18
1405,GPSM3,1_ctrl,22
1406,GPSM3,1_ctrl,5
1407,GPSM3,1_ctrl,10
1408,GRAMD4,1_ctrl,7
1409,GRAMD4,1_ctrl,28
1410,GRAMD4,1_ctrl,16
1411,GRB7,1_ctrl,5
1412,GRB7,1_ctrl,6
1413,GRB7,1_ctrl,7
1414,GRB7,1_ctrl,22
1415,GRID2IP,1_ctrl,5
1416,GRID2IP,1_ctrl,22
1417,GRID2IP,1_ctrl,10
1418,GRSF1,1_ctrl,32
1419,GRTP1,1_ctrl,4
1420,GRTP1,1_ctrl,11
1421,GRTP1,1_ctrl,5
1422,GSDMC,1_ctrl,16
1423,GSDMC,1_ctrl,54
1424,GTPBP2,1_ctrl,16
1425,GTPBP8,1_ctrl,6
1426,GUF1,1_ctrl,42
1427,GUF1,1_ctrl,8
1428,GULP1,1_ctrl,6
1429,GULP1,1_ctrl,11
1430,GYPC,1_ctrl,48
1431,GYPC,1_ctrl,24
1432,H2AFV,1_ctrl,11
1433,HACL1,1_ctrl,6
1434,HACL1,1_ctrl,11
1435,HACL1,1_ctrl,5
1436,HARS2,1_ctrl,6
1437,HCLS1,1_ctrl,24
1438,HCLS1,1_ctrl,3
1439,HCLS1,1_ctrl,5
1440,HDDC2,1_ctrl,31
1441,HDDC2,1_ctrl,5
1442,HDDC2,1_ctrl,9
1443,HDDC2,1_ctrl,12
1444,HDHD2,1_ctrl,6
1445,HDHD2,1_ctrl,8
1446,HEATR1,1_ctrl,5
1447,HEBP1,1_ctrl,14
1448,HEBP1,1_ctrl,19
1449,HEBP2,1_ctrl,17
1450,HEG1,1_ctrl,7
1451,HEG1,1_ctrl,6
1452,HEMK1,1_ctrl,17
1453,HEY2,1_ctrl,19
1454,HHAT,1_ctrl,12
1455,HHAT,1_ctrl,12
1456,HHIPL2,1_ctrl,11
1457,HIAT1,1_ctrl,18
1458,HINT2,1_ctrl,19
1459,HINT2,1_ctrl,6
1460,HIP1R,1_ctrl,30
1461,HKDC1,1_ctrl,14
1462,HKDC1,1_ctrl,10
1463,HLA-DQB2,1_ctrl,8
1464,HLA-DQB2,1_ctrl,14
1465,HMGN3,1_ctrl,5
1466,HMGN3,1_ctrl,17
1467,HMGN5,1_ctrl,13
1468,HMGN5,1_ctrl,8
1469,HMMR,1_ctrl,6
1470,HMMR,1_ctrl,6
1471,HOGA1,1_ctrl,14
1472,HOGA1,1_ctrl,10
1473,HOXB9,1_ctrl,15
1474,HOXB9,1_ctrl,9
1475,HPDL,1_ctrl,8
1476,HPDL,1_ctrl,6
1477,HSD17B12,1_ctrl,13
1478,HSD17B14,1_ctrl,11
1479,HSD3B7,1_ctrl,20
1480,HSD3B7,1_ctrl,7
1481,HSD3B7,1_ctrl,6
1482,HSH2D,1_ctrl,9
1483,HVCN1,1_ctrl,6
1484,HVCN1,1_ctrl,5
1485,ICT1,1_ctrl,21
1486,IER3IP1,1_ctrl,7
1487,IER3IP1,1_ctrl,8
1488,IER3IP1,1_ctrl,28
1489,IER3IP1,1_ctrl,12
1490,IFI27,1_ctrl,4
1491,IFI27,1_ctrl,6
1492,IFT27,1_ctrl,10
1493,IFT74,1_ctrl,10
1494,IL17RD,1_ctrl,9
1495,IL17RD,1_ctrl,16
1496,IL17RD,1_ctrl,9
1497,ILF3,1_ctrl,18
1498,IMMT,1_ctrl,7
1499,IMMT,1_ctrl,11
1500,IMP3,1_ctrl,7
1501,IMP3,1_ctrl,14
1502,INA,1_ctrl,34
1503,INA,1_ctrl,10
1504,ING3,1_ctrl,14
1505,INSIG2,1_ctrl,17
1506,INTS6,1_ctrl,10
1507,INTS6,1_ctrl,6
1508,IPO13,1_ctrl,6
1509,IPO13,1_ctrl,16
1510,IPO4,1_ctrl,17
1511,IPO7,1_ctrl,16
1512,IPO8,1_ctrl,6
1513,IQCE,1_ctrl,5
1514,IQCE,1_ctrl,14
1515,IQCE,1_ctrl,9
1516,IQSEC1,1_ctrl,7
1517,IQSEC1,1_ctrl,8
1518,IQSEC2,1_ctrl,11
1519,IQSEC2,1_ctrl,41
1520,IQSEC2,1_ctrl,5
1521,IQSEC2,1_ctrl,4
1522,IQSEC3,1_ctrl,36
1523,IQSEC3,1_ctrl,4
1524,ISCA1,1_ctrl,5
1525,ISCA1,1_ctrl,4
1526,ISCA1,1_ctrl,9
1527,ISCA2,1_ctrl,20
1528,ISCA2,1_ctrl,4
1529,ISCU,1_ctrl,18
1530,ISCU,1_ctrl,7
1531,ISCU,1_ctrl,5
1532,ISOC2,1_ctrl,6
1533,IST1,1_ctrl,8
1534,ITGA2,1_ctrl,18
1535,ITGA3,1_ctrl,5
1536,ITGB4,1_ctrl,6
1537,ITGB4,1_ctrl,18
1538,ITGB4,1_ctrl,4
1539,ITLN1,1_ctrl,14
1540,ITLN1,1_ctrl,21
1541,ITM2B,1_ctrl,9
1542,ITPR3,1_ctrl,36
1543,ITPR3,1_ctrl,8
1544,ITPRIP,1_ctrl,10
1545,ITSN2,1_ctrl,22
1546,ITSN2,1_ctrl,17
1547,JAGN1,1_ctrl,19
1548,JMJD7-PLA2G4B,1_ctrl,37
1549,JMJD7-PLA2G4B,1_ctrl,16
1550,JPH1,1_ctrl,7
1551,JPH4,1_ctrl,6
1552,KAL1,1_ctrl,13
1553,KAL1,1_ctrl,16
1554,KAL1,1_ctrl,13
1555,KANK2,1_ctrl,32
1556,KANK2,1_ctrl,17
1557,KAT8,1_ctrl,3
1558,KCNK12,1_ctrl,44
1559,KCNK12,1_ctrl,11
1560,KCNK12,1_ctrl,5
1561,KDELC1,1_ctrl,5
1562,KDM4E,1_ctrl,9
1563,KIAA0020,1_ctrl,17
1564,KIAA0020,1_ctrl,16
1565,KIAA0020,1_ctrl,16
1566,KIAA0196,1_ctrl,19
1567,KIAA0196,1_ctrl,5
1568,KIAA0196,1_ctrl,24
1569,KIAA0196,1_ctrl,13
1570,KIAA0226,1_ctrl,22
1571,KIAA0226,1_ctrl,17
1572,KIAA0226,1_ctrl,14
1573,KIAA0319L,1_ctrl,8
1574,KIAA0319L,1_ctrl,15
1575,KIAA0391,1_ctrl,7
1576,KIAA0391,1_ctrl,19
1577,KIAA0391,1_ctrl,18
1578,KIAA0430,1_ctrl,8
1579,KIAA0430,1_ctrl,6
1580,KIAA0430,1_ctrl,11
1581,KIAA0947,1_ctrl,32
1582,KIAA0947,1_ctrl,32
1583,KIAA0947,1_ctrl,17
1584,KIAA1244,1_ctrl,30
1585,KIAA1244,1_ctrl,8
1586,KIAA1407,1_ctrl,14
1587,KIAA1407,1_ctrl,28
1588,KIAA1432,1_ctrl,14
1589,KIAA1432,1_ctrl,8
1590,KIAA2013,1_ctrl,23
1591,KIAA2013,1_ctrl,13
1592,KIF12,1_ctrl,17
1593,KIF13B,1_ctrl,9
1594,KIF13B,1_ctrl,8
1595,KIF16B,1_ctrl,17
1596,KIF17,1_ctrl,7
1597,KIF17,1_ctrl,11
1598,KIF17,1_ctrl,6
1599,KIF17,1_ctrl,9
1600,KIF17,1_ctrl,5
1601,KIF17,1_ctrl,29
1602,KIF18B,1_ctrl,10
1603,KIF18B,1_ctrl,24
1604,KIF18B,1_ctrl,15
1605,KIF18B,1_ctrl,8
1606,KIF19,1_ctrl,9
1607,KIF19,1_ctrl,15
1608,KIF19,1_ctrl,47
1609,KIF19,1_ctrl,20
1610,KIF21A,1_ctrl,4
