,Gene,variable,value
21059,FAM136A,6_activate,4
21060,FAM162A,6_activate,2
21061,FAM162A,6_activate,1
21062,FAM195A,6_activate,1
21063,FAM195A,6_activate,2
21064,FAM20A,6_activate,10
21065,FAM20B,6_activate,2
21066,FAM20C,6_activate,1
21067,FAM20C,6_activate,10
21068,FAM213A,6_activate,5
21069,FAM57B,6_activate,5
21070,FAM65B,6_activate,2
21071,FAM65B,6_activate,1
21072,FAM65B,6_activate,3
21073,FAM65C,6_activate,3
21074,FAM71C,6_activate,2
21075,FAM71C,6_activate,5
21076,FAM72A,6_activate,4
21077,FAM72A,6_activate,1
21078,FAM72A,6_activate,7
21079,FAR1,6_activate,2
21080,FAR1,6_activate,2
21081,FAR1,6_activate,1
21082,FAR2,6_activate,2
21083,FARP1,6_activate,6
21084,FARP1,6_activate,6
21085,FASTKD1,6_activate,3
21086,FASTKD2,6_activate,1
21087,FASTKD2,6_activate,4
21088,FASTKD2,6_activate,6
21089,FASTKD5,6_activate,2
21090,FASTKD5,6_activate,2
21091,FATE1,6_activate,6
21092,FATE1,6_activate,5
21093,FBLIM1,6_activate,7
21094,FCF1,6_activate,8
21095,FCF1,6_activate,8
21096,FDFT1,6_activate,8
21097,FDFT1,6_activate,1
21098,FDFT1,6_activate,6
21099,FDX1L,6_activate,6
21100,FDX1L,6_activate,2
21101,FERMT1,6_activate,2
21102,FERMT1,6_activate,3
21103,FERMT1,6_activate,1
21104,FERMT3,6_activate,4
21105,FERMT3,6_activate,2
21106,FERMT3,6_activate,1
21107,FGD2,6_activate,2
21108,FGD3,6_activate,6
21109,FGD3,6_activate,2
21110,FGD5,6_activate,6
21111,FGD5,6_activate,3
21112,FGD5,6_activate,1
21113,FGD6,6_activate,6
21114,FGD6,6_activate,5
21115,FGD6,6_activate,2
21116,FGD6,6_activate,4
21117,FGF17,6_activate,1
21118,FGFRL1,6_activate,4
21119,FGFRL1,6_activate,1
21120,FHL3,6_activate,2
21121,FHOD3,6_activate,5
21122,FIBP,6_activate,1
21123,FIBP,6_activate,1
21124,FIBP,6_activate,1
21125,FIBP,6_activate,3
21126,FIS1,6_activate,1
21127,FIS1,6_activate,4
21128,FMN1,6_activate,15
21129,FMN2,6_activate,4
21130,FMN2,6_activate,8
21131,FMNL1,6_activate,3
21132,FMNL1,6_activate,9
21133,FMNL1,6_activate,2
21134,FMNL3,6_activate,1
21135,FMNL3,6_activate,3
21136,FMNL3,6_activate,7
21137,FNBP1L,6_activate,1
21138,FOXRED2,6_activate,2
21139,FOXRED2,6_activate,4
21140,FOXRED2,6_activate,1
21141,FREM3,6_activate,2
21142,FRMD1,6_activate,2
21143,FRMD3,6_activate,1
21144,FRMD3,6_activate,5
21145,FRMD4A,6_activate,6
21146,FRMD4A,6_activate,1
21147,FRMD4A,6_activate,11
21148,FRMD4A,6_activate,4
21149,FRMD4A,6_activate,3
21150,FRMD4A,6_activate,3
21151,FRMD4B,6_activate,1
21152,FRMD4B,6_activate,3
21153,FRMD7,6_activate,5
21154,FRMD8,6_activate,1
21155,FRMD8,6_activate,3
21156,FRMPD1,6_activate,3
21157,FRMPD1,6_activate,6
21158,FRMPD1,6_activate,3
21159,FRMPD1,6_activate,1
21160,FRMPD1,6_activate,1
21161,FSCN1,6_activate,4
21162,FSCN1,6_activate,4
21163,FSCN1,6_activate,1
21164,FSCN2,6_activate,1
21165,FSCN2,6_activate,2
21166,FSCN3,6_activate,3
21167,FTMT,6_activate,3
21168,FUNDC2,6_activate,3
21169,FUNDC2,6_activate,1
21170,FUZ,6_activate,2
21171,FUZ,6_activate,3
21172,FUZ,6_activate,2
21173,FYB,6_activate,8
21174,FYB,6_activate,1
21175,FYB,6_activate,1
21176,FYB,6_activate,1
21177,GALNT11,6_activate,5
21178,GALNT11,6_activate,6
21179,GAS8,6_activate,4
21180,GAS8,6_activate,8
21181,GAS8,6_activate,2
21182,GATC,6_activate,3
21183,GATC,6_activate,5
21184,GATC,6_activate,5
21185,GBA2,6_activate,3
21186,GBAS,6_activate,4
21187,GCG,6_activate,1
21188,GCG,6_activate,7
21189,GCG,6_activate,1
21190,GCSAM,6_activate,1
21191,GDE1,6_activate,8
21192,GDF3,6_activate,2
21193,GDPD2,6_activate,1
21194,GDPD2,6_activate,5
21195,GDPD2,6_activate,2
21196,GET4,6_activate,4
21197,GET4,6_activate,16
21198,GET4,6_activate,4
21199,GET4,6_activate,16
21200,GFM1,6_activate,1
21201,GFM2,6_activate,6
21202,GFM2,6_activate,2
21203,GFM2,6_activate,2
21204,GFPT2,6_activate,6
21205,GFPT2,6_activate,13
21206,GFPT2,6_activate,3
21207,GGNBP2,6_activate,5
21208,GGNBP2,6_activate,1
21209,GHITM,6_activate,1
21210,GHITM,6_activate,9
21211,GHITM,6_activate,2
21212,GIMAP5,6_activate,3
21213,GIMAP8,6_activate,7
21214,GJA5,6_activate,3
21215,GJA5,6_activate,15
21216,GJA5,6_activate,4
21217,GJA9,6_activate,4
21218,GJB2,6_activate,4
21219,GJB2,6_activate,1
21220,GJB2,6_activate,2
21221,GKN1,6_activate,2
21222,GKN1,6_activate,2
21223,GLRX5,6_activate,2
21224,GLRX5,6_activate,1
21225,GLRX5,6_activate,14
21226,GLT8D1,6_activate,2
21227,GLT8D1,6_activate,12
21228,GLT8D1,6_activate,3
21229,GLYATL3,6_activate,2
21230,GLYATL3,6_activate,2
21231,GNA14,6_activate,2
21232,GNA14,6_activate,11
21233,GNA15,6_activate,1
21234,GNAL,6_activate,2
21235,GNAL,6_activate,8
21236,GNAL,6_activate,10
21237,GNB1L,6_activate,2
21238,GNB1L,6_activate,6
21239,GNB1L,6_activate,11
21240,GNB3,6_activate,2
21241,GNB4,6_activate,2
21242,GNB4,6_activate,3
21243,GNG5,6_activate,2
21244,GNGT2,6_activate,7
21245,GNGT2,6_activate,2
21246,GNGT2,6_activate,8
21247,GNGT2,6_activate,1
21248,GNGT2,6_activate,2
21249,GNPAT,6_activate,12
21250,GNPAT,6_activate,3
21251,GNPAT,6_activate,3
21252,GOLGA7,6_activate,1
21253,GOLGA7,6_activate,4
21254,GOLGA7,6_activate,5
21255,GOLT1B,6_activate,1
21256,GOLT1B,6_activate,22
21257,GORASP1,6_activate,1
21258,GORASP1,6_activate,2
21259,GOSR1,6_activate,1
21260,GOSR1,6_activate,1
21261,GOSR2,6_activate,8
21262,GPAA1,6_activate,2
21263,GPAM,6_activate,1
21264,GPAM,6_activate,1
21265,GPAM,6_activate,1
21266,GPAT2,6_activate,1
21267,GPAT2,6_activate,5
21268,GPC1,6_activate,1
21269,GPC6,6_activate,6
21270,GPR141,6_activate,13
21271,GPR31,6_activate,5
21272,GPR68,6_activate,2
21273,GPR85,6_activate,7
21274,GPR89A,6_activate,5
21275,GPR89A,6_activate,1
21276,GPR89A,6_activate,1
21277,GPR98,6_activate,1
21278,GPRC5C,6_activate,3
21279,GPRC5C,6_activate,2
21280,GPSM3,6_activate,9
21281,GPSM3,6_activate,2
21282,GPSM3,6_activate,5
21283,GRAMD4,6_activate,7
21284,GRAMD4,6_activate,6
21285,GRAMD4,6_activate,7
21286,GRB7,6_activate,3
21287,GRB7,6_activate,2
21288,GRB7,6_activate,6
21289,GRB7,6_activate,3
21290,GRID2IP,6_activate,6
21291,GRID2IP,6_activate,4
21292,GRID2IP,6_activate,3
21293,GRSF1,6_activate,1
21294,GRTP1,6_activate,6
21295,GRTP1,6_activate,8
21296,GRTP1,6_activate,20
21297,GSDMC,6_activate,1
21298,GSDMC,6_activate,6
21299,GTPBP2,6_activate,2
21300,GTPBP8,6_activate,2
21301,GUF1,6_activate,2
21302,GUF1,6_activate,4
21303,GULP1,6_activate,1
21304,GULP1,6_activate,1
21305,GYPC,6_activate,1
21306,GYPC,6_activate,4
21307,H2AFV,6_activate,4
21308,HACL1,6_activate,5
21309,HACL1,6_activate,2
21310,HACL1,6_activate,3
21311,HARS2,6_activate,7
21312,HCLS1,6_activate,4
21313,HCLS1,6_activate,1
21314,HCLS1,6_activate,5
21315,HDDC2,6_activate,3
21316,HDDC2,6_activate,2
21317,HDDC2,6_activate,1
21318,HDDC2,6_activate,1
21319,HDHD2,6_activate,4
21320,HDHD2,6_activate,1
21321,HEATR1,6_activate,3
21322,HEBP1,6_activate,4
21323,HEBP1,6_activate,3
21324,HEBP2,6_activate,1
21325,HEG1,6_activate,4
21326,HEG1,6_activate,2
21327,HEMK1,6_activate,3
21328,HEY2,6_activate,5
21329,HHAT,6_activate,1
21330,HHAT,6_activate,1
21331,HHIPL2,6_activate,5
21332,HIAT1,6_activate,3
21333,HINT2,6_activate,7
21334,HINT2,6_activate,1
21335,HIP1R,6_activate,3
21336,HKDC1,6_activate,1
21337,HKDC1,6_activate,7
21338,HLA-DQB2,6_activate,2
21339,HLA-DQB2,6_activate,1
21340,HMGN3,6_activate,11
21341,HMGN3,6_activate,5
21342,HMGN5,6_activate,2
21343,HMGN5,6_activate,2
21344,HMMR,6_activate,5
21345,HMMR,6_activate,2
21346,HOGA1,6_activate,2
21347,HOGA1,6_activate,3
21348,HOXB9,6_activate,3
21349,HOXB9,6_activate,1
21350,HPDL,6_activate,6
21351,HPDL,6_activate,2
21352,HSD17B12,6_activate,1
21353,HSD17B14,6_activate,1
21354,HSD3B7,6_activate,1
21355,HSD3B7,6_activate,4
21356,HSD3B7,6_activate,1
21357,HSH2D,6_activate,8
21358,HVCN1,6_activate,4
21359,HVCN1,6_activate,1
21360,ICT1,6_activate,8
21361,IER3IP1,6_activate,2
21362,IER3IP1,6_activate,4
21363,IER3IP1,6_activate,3
21364,IER3IP1,6_activate,1
21365,IFI27,6_activate,7
21366,IFI27,6_activate,2
21367,IFT27,6_activate,1
21368,IFT74,6_activate,2
21369,IL17RD,6_activate,5
21370,IL17RD,6_activate,1
21371,IL17RD,6_activate,2
21372,ILF3,6_activate,1
21373,IMMT,6_activate,2
21374,IMMT,6_activate,7
21375,IMP3,6_activate,1
21376,IMP3,6_activate,6
21377,INA,6_activate,5
21378,INA,6_activate,1
21379,ING3,6_activate,5
21380,INSIG2,6_activate,5
21381,INTS6,6_activate,3
21382,INTS6,6_activate,2
21383,IPO13,6_activate,1
21384,IPO13,6_activate,1
21385,IPO4,6_activate,4
21386,IPO7,6_activate,1
21387,IPO8,6_activate,1
21388,IQCE,6_activate,5
21389,IQCE,6_activate,4
21390,IQCE,6_activate,6
21391,IQSEC1,6_activate,11
21392,IQSEC1,6_activate,5
21393,IQSEC2,6_activate,2
21394,IQSEC2,6_activate,1
21395,IQSEC2,6_activate,2
21396,IQSEC2,6_activate,9
21397,IQSEC3,6_activate,2
21398,IQSEC3,6_activate,4
21399,ISCA1,6_activate,3
21400,ISCA1,6_activate,1
21401,ISCA1,6_activate,1
21402,ISCA2,6_activate,4
21403,ISCA2,6_activate,2
21404,ISCU,6_activate,15
21405,ISCU,6_activate,3
21406,ISCU,6_activate,2
21407,ISOC2,6_activate,1
21408,IST1,6_activate,5
21409,ITGA2,6_activate,1
21410,ITGA3,6_activate,2
21411,ITGB4,6_activate,1
21412,ITGB4,6_activate,3
21413,ITGB4,6_activate,3
21414,ITLN1,6_activate,14
21415,ITLN1,6_activate,4
21416,ITM2B,6_activate,1
21417,ITPR3,6_activate,1
21418,ITPR3,6_activate,7
21419,ITPRIP,6_activate,2
21420,ITSN2,6_activate,2
21421,ITSN2,6_activate,8
21422,JAGN1,6_activate,3
21423,JMJD7-PLA2G4B,6_activate,1
21424,JMJD7-PLA2G4B,6_activate,2
21425,JPH1,6_activate,2
21426,JPH4,6_activate,5
21427,KAL1,6_activate,4
21428,KAL1,6_activate,1
21429,KAL1,6_activate,4
21430,KANK2,6_activate,3
21431,KANK2,6_activate,1
21432,KAT8,6_activate,3
21433,KCNK12,6_activate,7
21434,KCNK12,6_activate,1
21435,KCNK12,6_activate,5
21436,KDELC1,6_activate,3
21437,KDM4E,6_activate,1
21438,KIAA0020,6_activate,1
21439,KIAA0020,6_activate,3
21440,KIAA0020,6_activate,1
21441,KIAA0196,6_activate,1
21442,KIAA0196,6_activate,2
21443,KIAA0196,6_activate,2
21444,KIAA0196,6_activate,6
21445,KIAA0226,6_activate,1
21446,KIAA0226,6_activate,5
21447,KIAA0226,6_activate,1
21448,KIAA0319L,6_activate,4
21449,KIAA0319L,6_activate,1
21450,KIAA0391,6_activate,4
21451,KIAA0391,6_activate,6
21452,KIAA0391,6_activate,4
21453,KIAA0430,6_activate,2
21454,KIAA0430,6_activate,7
21455,KIAA0430,6_activate,5
21456,KIAA0947,6_activate,3
21457,KIAA0947,6_activate,1
21458,KIAA0947,6_activate,8
21459,KIAA1244,6_activate,10
21460,KIAA1244,6_activate,5
21461,KIAA1407,6_activate,2
21462,KIAA1407,6_activate,4
21463,KIAA1432,6_activate,1
21464,KIAA1432,6_activate,3
21465,KIAA2013,6_activate,4
21466,KIAA2013,6_activate,2
21467,KIF12,6_activate,1
21468,KIF13B,6_activate,2
21469,KIF13B,6_activate,6
21470,KIF16B,6_activate,1
21471,KIF17,6_activate,1
21472,KIF17,6_activate,1
21473,KIF17,6_activate,1
21474,KIF17,6_activate,1
21475,KIF17,6_activate,1
21476,KIF17,6_activate,4
21477,KIF18B,6_activate,1
21478,KIF18B,6_activate,4
21479,KIF18B,6_activate,4
21480,KIF18B,6_activate,9
21481,KIF19,6_activate,3
21482,KIF19,6_activate,2
21483,KIF19,6_activate,5
21484,KIF19,6_activate,6
21485,KIF21A,6_activate,1
21486,KIF21A,6_activate,1
21487,KIF21B,6_activate,2
21488,KIF21B,6_activate,3
21489,KIF24,6_activate,3
21490,KIF24,6_activate,3
21491,KIF26A,6_activate,4
21492,KIF26B,6_activate,5
21493,KIF27,6_activate,4
21494,KIF5A,6_activate,5
21495,KIF6,6_activate,10
21496,KIF9,6_activate,1
21497,KIF9,6_activate,1
21498,KIFC2,6_activate,2
21499,KIFC2,6_activate,5
21500,KIFC2,6_activate,3
21501,KIR3DL1,6_activate,1
21502,KIR3DL1,6_activate,5
21503,KISS1,6_activate,2
21504,KISS1,6_activate,3
21505,KLC2,6_activate,3
21506,KLC2,6_activate,6
21507,KLC4,6_activate,12
21508,KLC4,6_activate,1
21509,KLC4,6_activate,1
21510,KMO,6_activate,20
21511,KMO,6_activate,3
21512,KPNA1,6_activate,1
21513,KPNA1,6_activate,1
21514,KPNA1,6_activate,1
21515,KPNA3,6_activate,10
21516,KPNA3,6_activate,1
21517,KPNA4,6_activate,2
21518,KPNA4,6_activate,1
21519,KPNB1,6_activate,1
21520,KPNB1,6_activate,2
21521,KPNB1,6_activate,4
21522,KPTN,6_activate,7
21523,KPTN,6_activate,2
21524,KPTN,6_activate,5
21525,KRT10,6_activate,3
21526,KRT10,6_activate,5
21527,KRT10,6_activate,5
21528,KRT15,6_activate,16
21529,KRT15,6_activate,4
21530,KRT15,6_activate,1
21531,KRT15,6_activate,5
21532,KRT16,6_activate,1
21533,KRT16,6_activate,5
21534,KRT16,6_activate,4
21535,KRT17,6_activate,1
21536,KRT17,6_activate,5
21537,KRT17,6_activate,3
21538,KRT17,6_activate,1
21539,KRT19,6_activate,3
21540,KRT19,6_activate,1
21541,KRT20,6_activate,6
21542,KRT24,6_activate,4
21543,KRT24,6_activate,1
21544,KRT27,6_activate,1
21545,KRT27,6_activate,2
21546,KRT2,6_activate,3
21547,KRT31,6_activate,3
21548,KRT31,6_activate,1
21549,KRT31,6_activate,3
21550,KRT32,6_activate,2
21551,KRT32,6_activate,5
21552,KRT33B,6_activate,2
21553,KRT33B,6_activate,5
21554,KRT33B,6_activate,3
21555,KRT33B,6_activate,5
21556,KRT37,6_activate,1
21557,KRT37,6_activate,1
21558,KRT37,6_activate,4
21559,KRT39,6_activate,6
21560,KRT39,6_activate,5
21561,KRT3,6_activate,1
21562,KRT4,6_activate,1
21563,KRT4,6_activate,3
21564,KRT4,6_activate,1
21565,KRT6B,6_activate,2
21566,KRT6B,6_activate,2
21567,KRT6C,6_activate,1
21568,KRT6C,6_activate,2
21569,KRT6C,6_activate,5
21570,KRT6C,6_activate,10
21571,KRT71,6_activate,1
21572,KRT76,6_activate,5
21573,KRT86,6_activate,4
21574,KRT86,6_activate,5
21575,KRT86,6_activate,2
21576,KRT86,6_activate,1
21577,KRT9,6_activate,3
21578,KRTAP6-2,6_activate,4
21579,KRTAP6-2,6_activate,2
21580,KRTAP9-3,6_activate,1
21581,KRTAP9-3,6_activate,1
21582,KXD1,6_activate,8
21583,KY,6_activate,1
21584,L2HGDH,6_activate,9
21585,L2HGDH,6_activate,1
21586,L2HGDH,6_activate,3
21587,L2HGDH,6_activate,1
21588,L3MBTL3,6_activate,3
21589,LACE1,6_activate,1
21590,LACTB,6_activate,1
21591,LAMB2,6_activate,2
21592,LAMB2,6_activate,24
21593,LAT2,6_activate,3
21594,LAT2,6_activate,4
21595,LAX1,6_activate,2
21596,LAYN,6_activate,6
21597,LAYN,6_activate,1
21598,LDB3,6_activate,3
21599,LDB3,6_activate,1
21600,LDHD,6_activate,2
21601,LDHD,6_activate,11
21602,LDHD,6_activate,7
21603,LETM1,6_activate,3
21604,LETM2,6_activate,1
21605,LETM2,6_activate,10
21606,LETM2,6_activate,2
21607,LETM2,6_activate,1
21608,LETM2,6_activate,1
21609,LETM2,6_activate,2
21610,LETM2,6_activate,1
21611,LGALS12,6_activate,1
21612,LIMA1,6_activate,7
21613,LIMA1,6_activate,4
21614,LIN28B,6_activate,1
21615,LIN7A,6_activate,1
21616,LIN7B,6_activate,1
21617,LIN7B,6_activate,5
21618,LIN7B,6_activate,5
21619,LIN7C,6_activate,1
21620,LIN7C,6_activate,2
21621,LIPM,6_activate,1
21622,LIPM,6_activate,3
21623,LIPM,6_activate,4
21624,LIPT2,6_activate,2
21625,LMBR1L,6_activate,6
21626,LMBR1L,6_activate,1
21627,LMF2,6_activate,3
21628,LMF2,6_activate,11
21629,LMF2,6_activate,10
21630,LMF2,6_activate,1
21631,LMF2,6_activate,3
21632,LMF2,6_activate,18
21633,LMOD1,6_activate,2
21634,LMOD1,6_activate,5
21635,LMOD1,6_activate,1
21636,LMOD1,6_activate,1
21637,LMOD2,6_activate,2
21638,LMOD2,6_activate,3
21639,LMOD2,6_activate,6
21640,LMOD3,6_activate,15
21641,LOR,6_activate,7
21642,LOR,6_activate,4
21643,LPAR2,6_activate,5
21644,LPAR2,6_activate,1
21645,LPCAT1,6_activate,7
21646,LPCAT1,6_activate,2
21647,LPGAT1,6_activate,4
21648,LPGAT1,6_activate,1
21649,LPPR4,6_activate,1
21650,LPPR4,6_activate,2
21651,LRP11,6_activate,3
21652,LRP11,6_activate,1
21653,LRRC10,6_activate,1
21654,LRRC24,6_activate,3
21655,LRRC8B,6_activate,1
21656,LRRC8B,6_activate,1
21657,LRRN3,6_activate,12
21658,LSP1,6_activate,4
21659,LSP1,6_activate,1
21660,LSP1,6_activate,1
21661,LTV1,6_activate,1
21662,LTV1,6_activate,15
21663,LTV1,6_activate,2
21664,LTV1,6_activate,3
21665,LTV1,6_activate,3
21666,LUZP1,6_activate,6
21667,LUZP1,6_activate,5
21668,LYG2,6_activate,2
21669,LYG2,6_activate,1
21670,LYRM1,6_activate,1
21671,LYRM1,6_activate,1
21672,LYRM1,6_activate,13
21673,LYRM2,6_activate,2
21674,LYRM2,6_activate,2
21675,LYRM2,6_activate,1
21676,LYRM4,6_activate,2
21677,LYRM4,6_activate,2
21678,LYRM7,6_activate,4
21679,MACROD1,6_activate,3
21680,MALSU1,6_activate,5
21681,MALSU1,6_activate,1
21682,MALSU1,6_activate,1
21683,MAN1C1,6_activate,2
21684,MAN2A2,6_activate,1
21685,MAN2A2,6_activate,1
21686,MAN2A2,6_activate,3
21687,MAP6D1,6_activate,1
21688,MAP6D1,6_activate,2
21689,MAP7,6_activate,5
21690,MARC1,6_activate,1
21691,MARC1,6_activate,2
21692,MARC2,6_activate,1
21693,MARC2,6_activate,1
21694,MARC2,6_activate,2
21695,MARCKSL1,6_activate,1
21696,MARCKSL1,6_activate,2
21697,MAT2B,6_activate,2
21698,MAT2B,6_activate,1
21699,MAT2B,6_activate,2
21700,MAVS,6_activate,4
21701,MAVS,6_activate,7
21702,MBD3,6_activate,2
21703,MBD3,6_activate,1
21704,MCCD1,6_activate,4
21705,MCCD1,6_activate,2
21706,MCEE,6_activate,2
21707,MCF2L2,6_activate,3
21708,MCF2L2,6_activate,2
21709,MCF2L2,6_activate,2
21710,MCF2,6_activate,1
21711,MCOLN3,6_activate,4
21712,MCOLN3,6_activate,4
21713,MCTP1,6_activate,2
21714,MCTP1,6_activate,3
21715,MCUR1,6_activate,9
21716,MCUR1,6_activate,2
21717,MCUR1,6_activate,1
21718,MCU,6_activate,10
21719,MCU,6_activate,7
21720,MDN1,6_activate,4
21721,MECR,6_activate,1
21722,MECR,6_activate,2
21723,MECR,6_activate,4
21724,MEGF10,6_activate,3
21725,MEGF10,6_activate,1
21726,MEMO1,6_activate,3
21727,MEMO1,6_activate,9
21728,MEMO1,6_activate,3
21729,METTL12,6_activate,6
21730,METTL17,6_activate,7
21731,METTL7A,6_activate,1
21732,METTL7A,6_activate,5
21733,METTL7A,6_activate,4
21734,MFF,6_activate,3
21735,MFF,6_activate,1
21736,MFF,6_activate,7
21737,MFN1,6_activate,8
21738,MFN1,6_activate,4
21739,MFSD5,6_activate,4
21740,MGARP,6_activate,1
21741,MGME1,6_activate,1
21742,MGME1,6_activate,5
21743,MGME1,6_activate,1
21744,MICAL1,6_activate,3
21745,MICAL1,6_activate,1
21746,MICAL1,6_activate,9
21747,MICAL1,6_activate,1
21748,MICAL2,6_activate,6
21749,MICAL2,6_activate,1
21750,MICAL2,6_activate,2
21751,MICAL3,6_activate,7
21752,MICAL3,6_activate,5
21753,MICAL3,6_activate,14
21754,MICAL3,6_activate,2
21755,MICALL1,6_activate,1
21756,MICALL1,6_activate,13
21757,MICALL2,6_activate,4
21758,MICALL2,6_activate,3
21759,MICU1,6_activate,1
21760,MICU1,6_activate,1
21761,MICU1,6_activate,1
21762,MICU1,6_activate,1
21763,MICU2,6_activate,8
21764,MICU2,6_activate,5
21765,MID1IP1,6_activate,1
21766,MID1IP1,6_activate,2
21767,MID1IP1,6_activate,1
21768,MID1IP1,6_activate,1
21769,MIEF1,6_activate,5
21770,MIEF1,6_activate,19
21771,MIEF2,6_activate,2
21772,MIEF2,6_activate,2
21773,MINOS1,6_activate,4
21774,MINOS1,6_activate,2
21775,MINOS1,6_activate,4
21776,MLC1,6_activate,3
21777,MLPH,6_activate,1
21778,MLPH,6_activate,2
21779,MLPH,6_activate,7
21780,MLXIP,6_activate,1
21781,MMADHC,6_activate,1
21782,MMGT1,6_activate,7
21783,MOBP,6_activate,1
21784,MOBP,6_activate,5
21785,MOGAT2,6_activate,1
21786,MPC1,6_activate,1
21787,MPC1,6_activate,3
21788,MPC2,6_activate,1
21789,MPC2,6_activate,7
21790,MPP6,6_activate,3
21791,MPP6,6_activate,2
21792,MPST,6_activate,3
21793,MPV17L2,6_activate,1
21794,MPV17L2,6_activate,6
21795,MPV17L2,6_activate,1
21796,MPV17L2,6_activate,5
21797,MPV17L2,6_activate,1
21798,MPV17L,6_activate,4
21799,MPZL2,6_activate,3
21800,MPZL2,6_activate,3
21801,MRAP2,6_activate,4
21802,MRAP2,6_activate,1
21803,MRAP,6_activate,4
21804,MRAP,6_activate,1
21805,MRAP,6_activate,1
21806,MRAS,6_activate,2
21807,MRAS,6_activate,2
21808,MRAS,6_activate,4
21809,MRC2,6_activate,5
21810,MRC2,6_activate,3
21811,MRC2,6_activate,3
21812,MRC2,6_activate,6
21813,MRP63,6_activate,4
21814,MRP63,6_activate,4
21815,MRP63,6_activate,1
21816,MRPL11,6_activate,1
21817,MRPL11,6_activate,9
21818,MRPL12,6_activate,2
21819,MRPL12,6_activate,3
21820,MRPL13,6_activate,2
21821,MRPL13,6_activate,6
21822,MRPL13,6_activate,2
21823,MRPL14,6_activate,5
21824,MRPL15,6_activate,3
21825,MRPL15,6_activate,8
21826,MRPL15,6_activate,2
21827,MRPL16,6_activate,1
21828,MRPL17,6_activate,3
21829,MRPL18,6_activate,2
21830,MRPL19,6_activate,1
21831,MRPL19,6_activate,4
21832,MRPL1,6_activate,9
21833,MRPL20,6_activate,9
21834,MRPL21,6_activate,7
21835,MRPL21,6_activate,6
21836,MRPL22,6_activate,1
21837,MRPL22,6_activate,3
21838,MRPL23,6_activate,3
21839,MRPL23,6_activate,7
21840,MRPL24,6_activate,3
21841,MRPL24,6_activate,5
21842,MRPL24,6_activate,11
21843,MRPL27,6_activate,4
21844,MRPL28,6_activate,1
21845,MRPL2,6_activate,1
21846,MRPL30,6_activate,6
21847,MRPL30,6_activate,6
21848,MRPL32,6_activate,2
21849,MRPL32,6_activate,9
21850,MRPL33,6_activate,10
21851,MRPL33,6_activate,2
21852,MRPL34,6_activate,2
21853,MRPL35,6_activate,1
21854,MRPL35,6_activate,9
21855,MRPL36,6_activate,9
21856,MRPL36,6_activate,3
21857,MRPL37,6_activate,4
21858,MRPL37,6_activate,2
21859,MRPL37,6_activate,2
21860,MRPL37,6_activate,2
21861,MRPL38,6_activate,1
21862,MRPL38,6_activate,1
21863,MRPL39,6_activate,2
21864,MRPL3,6_activate,2
21865,MRPL3,6_activate,2
21866,MRPL40,6_activate,3
21867,MRPL40,6_activate,3
21868,MRPL42,6_activate,4
21869,MRPL42,6_activate,3
21870,MRPL42,6_activate,5
21871,MRPL42,6_activate,1
21872,MRPL44,6_activate,1
21873,MRPL45,6_activate,2
21874,MRPL45,6_activate,3
21875,MRPL47,6_activate,4
21876,MRPL49,6_activate,4
21877,MRPL49,6_activate,1
21878,MRPL4,6_activate,1
21879,MRPL4,6_activate,2
21880,MRPL50,6_activate,1
21881,MRPL50,6_activate,4
21882,MRPL52,6_activate,2
21883,MRPL53,6_activate,3
21884,MRPL55,6_activate,3
21885,MRPL55,6_activate,23
21886,MRPL9,6_activate,11
21887,MRPL9,6_activate,1
21888,MRPL9,6_activate,4
21889,MRPL9,6_activate,1
21890,MRPS10,6_activate,1
21891,MRPS10,6_activate,4
21892,MRPS14,6_activate,3
21893,MRPS15,6_activate,2
21894,MRPS15,6_activate,10
21895,MRPS16,6_activate,4
21896,MRPS17,6_activate,11
21897,MRPS17,6_activate,10
21898,MRPS17,6_activate,5
21899,MRPS18A,6_activate,1
21900,MRPS18A,6_activate,1
21901,MRPS18C,6_activate,1
21902,MRPS18C,6_activate,3
21903,MRPS18C,6_activate,2
21904,MRPS21,6_activate,1
21905,MRPS21,6_activate,4
21906,MRPS21,6_activate,3
21907,MRPS22,6_activate,1
21908,MRPS23,6_activate,3
21909,MRPS23,6_activate,2
21910,MRPS24,6_activate,1
21911,MRPS24,6_activate,2
21912,MRPS25,6_activate,1
21913,MRPS25,6_activate,1
21914,MRPS25,6_activate,1
21915,MRPS25,6_activate,3
21916,MRPS27,6_activate,1
21917,MRPS2,6_activate,3
21918,MRPS30,6_activate,1
21919,MRPS30,6_activate,13
21920,MRPS33,6_activate,2
21921,MRPS34,6_activate,2
21922,MRPS34,6_activate,1
21923,MRPS36,6_activate,8
21924,MRPS36,6_activate,3
21925,MRPS5,6_activate,3
21926,MRPS6,6_activate,2
21927,MRPS7,6_activate,1
21928,MRRF,6_activate,2
21929,MRRF,6_activate,3
21930,MRRF,6_activate,5
21931,MRS2,6_activate,4
21932,MSMO1,6_activate,1
21933,MSMO1,6_activate,1
21934,MSMO1,6_activate,4
21935,MSRB2,6_activate,11
21936,MT1X,6_activate,5
21937,MT1X,6_activate,2
21938,MTDH,6_activate,2
21939,MTDH,6_activate,4
21940,MTDH,6_activate,2
21941,MTDH,6_activate,2
21942,MTERFD1,6_activate,7
21943,MTERFD3,6_activate,9
21944,MTERFD3,6_activate,10
